"name","class","rating","status","constituency","connection","officer","proposal","priority","zip","af12","af13","af14","af15","af16","cap12","cap13","cap14","cap15","cap16","city","state","latitude","longitude"
"al-Muhammad, Ameen",1988,NA,NA,"Alumn","Very Connected",NA,NA,"","44454",0,1459,0,882,0,0,70000,40000,0,0,"Petersburg","OH",40.910669,-80.53069
"Aguilar-Quintana, Pablo",2011,120000,"Assessment","Alumn","Modestly Connected",NA,NA,"","30903",991,0,0,0,0,40000,20000,130000,0,110000,"Augusta","GA",33.386041,-82.090996
"Clarke, Alexis",1955,0,"Annual Fund Leadership","Alumn","Very Connected",NA,NA,"","36910",0,0,0,605,0,0,80000,0,30000,0,"Jachin","AL",32.220752,-88.15471
"Dillon, Brianna",1993,0,"Not a Prospect","Alumn","Modestly Connected","Borenstein-Will, Alan",491132,"Math/Science Center","02190",893,0,867,1524,372,0,0,0,50000,0,"Weymouth","MA",42.1711,-70.94597
"Neal, Syraea",1992,NA,NA,"Alumn","Somewhat Connected",NA,NA,"","48759",0,0,1468,721,2072,0,0,0,170000,60000,"Sebewaing","MI",43.737971,-83.43007
"Chermack, Catherine",NA,0,"Annual Fund Leadership","Parent","Not Connected",NA,NA,"","26101",0,595,790,0,0,70000,0,0,0,60000,"Parkersburg","WV",39.265408,-81.53706
"Mian, Priscilla",1982,80000,"Stewardship","Alumn","Somewhat Connected",NA,NA,"","78952",557,393,0,0,0,160000,0,0,0,50000,"Plum","TX",29.896219,-96.943868
"Wilson, Vicky",2014,0,"Not a Prospect","Alumn","Somewhat Connected",NA,NA,"","36502",2388,0,21,0,0,150000,0,120000,0,30000,"Atmore","AL",31.090528,-87.49715
"el-Rassi, Sharaf",2015,1580000,"Solicitation","Alumn","Somewhat Connected",NA,NA,"","06509",0,1993,0,658,992,0,0,0,90000,90000,"New Haven","CT",41.365709,-72.927507
"Ashby, Hunter",2006,690000,"Assessment","Alumn","Somewhat Connected",NA,NA,"","20144",1211,298,0,0,0,20000,70000,130000,40000,20000,"Delaplane","VA",38.918435,-77.9255
"Zhu, Alexis",1952,370000,"Assessment","Alumn","Very Connected","Center, Victoria",732572,"Athletics","44638",948,1081,1154,707,1351,290000,0,0,0,0,"Lakeville","OH",40.657511,-82.13584
"el-Rashed, Luwai",1972,0,"Annual Fund Leadership","Alumn","Modestly Connected","Rodriguez, Nathan",NA,"","46987",175,406,1453,1485,0,0,30000,30000,0,0,"Sweetser","IN",40.569731,-85.76697
"Song, Ryan",2005,0,"Cultivation","Alumn","Somewhat Connected",NA,943451,"Math/Science Center","55382",0,0,0,470,1498,0,0,0,110000,0,"South Haven","MN",45.299358,-94.19821
"Bernabe, Naomi",1982,950000,"Stewardship","Alumn","Very Connected",NA,58849,"Professorship","83520",93,800,209,1134,509,0,50000,80000,120000,30000,"Ahsahka","ID",46.505902,-116.3187
"Butler, Katelyn",1983,1430000,"Annual Fund Leadership","Alumn","Somewhat Connected","al-Abdou, Tharwa",355672,"Athletics","78219",1340,0,0,220,0,0,0,160000,0,220000,"San Antonio","TX",29.448379,-98.39908
"Ross, Alyssa",1953,110000,"Cultivation","Alumn","Connected",NA,713650,"Athletics","30274",0,493,0,347,0,30000,50000,0,0,0,"Riverdale","GA",33.555145,-84.40108
"Mian, Derrick",2013,0,"Not a Prospect","Alumn","Very Connected",NA,NA,"","55007",0,330,0,0,0,0,2e+05,110000,180000,190000,"Brook Park","MN",45.955831,-93.1044
"Lo, Caitlyn",1990,NA,NA,"Alumn","Very Connected",NA,1288528,"Athletics","60632",0,339,0,566,641,80000,0,70000,0,0,"Chicago","IL",41.809299,-87.7105
"Romero, Shirelle",1963,0,"Annual Fund Leadership","Alumn","Somewhat Connected",NA,NA,"","75654",575,0,290,2051,335,70000,0,40000,0,30000,"Henderson","TX",32.104159,-94.85568
"Rives, Alex",1987,NA,NA,"Alumn","Connected",NA,621695,"Athletics","28136",1649,2197,0,727,650,1e+05,60000,0,0,160000,"Polkville","NC",35.396126,-81.630272
"el-Saleh, Kanaan",2015,1020000,"Cultivation","Alumn","Somewhat Connected","Borenstein-Will, Alan",0,"Professorship","59535",229,267,0,926,684,0,180000,0,0,140000,"Lloyd","MT",48.031253,-109.28416
"Vang, Jung Hoon",2000,1060000,"Cultivation","Alumn","Connected","Ulibarri, Isaiah",NA,"","59535",793,914,323,0,452,0,0,120000,10000,50000,"Lloyd","MT",48.031253,-109.28416
"Dominguez-Cory, Diana",1978,1090000,"Solicitation","Alumn","Not Connected","Redbird, Ian",NA,"","20440",856,0,167,741,0,0,0,60000,130000,40000,"Washington","DC",38.913911,-77.045349
"Garcia, Tristen",2012,10000,"Assessment","Alumn","Not Connected",NA,NA,"","10610",0,222,867,0,0,0,0,2e+05,0,50000,"White Plains","NY",41.119008,-73.732996
"el-Kamal, Haazima",1997,220000,"Assessment","Alumn","Not Connected",NA,NA,"","46984",554,0,2257,148,0,110000,0,0,190000,0,"Somerset","IN",40.671369,-85.828846
"Chabolla, Fatima",NA,NA,NA,"Parent","Somewhat Connected",NA,354735,"Professorship","43505",0,3,0,1107,0,120000,0,0,30000,0,"Blakeslee","OH",41.523945,-84.730275
"Hetrick, Zachary",2015,NA,NA,"Alumn","Very Connected",NA,NA,"","49402",0,306,1059,1121,1314,80000,0,110000,0,0,"Branch","MI",43.930995,-86.05421
"Martinez, Walter",1974,480000,"Solicitation","Alumn","Somewhat Connected","Stone, Derek",NA,"","45435",11,682,69,1424,905,0,10000,0,170000,40000,"Dayton","OH",39.750471,-84.268593
"el-Ebrahimi, Raaniya",1970,NA,NA,"Alumn","Modestly Connected",NA,NA,"","24839",0,1654,914,0,689,0,50000,140000,0,0,"Hanover","WV",37.567007,-81.77969
"Baak, Brenden",1963,2040000,"Stewardship","Alumn","Very Connected","Spencer, Ruby",1189889,"Financial Aid","00957",14,1104,727,237,0,90000,20000,1e+05,180000,30000,"Bayamon","PR",18.369674,-66.18669
"Duran, Dominic",1996,530000,"Cultivation","Alumn","Somewhat Connected",NA,342938,"Math/Science Center","97224",0,2030,0,0,0,1e+05,0,0,0,220000,"Portland","OR",45.406292,-122.78441
"Ortiz, Perla",1983,NA,NA,"Alumn","Somewhat Connected",NA,NA,"","75233",1644,0,0,0,0,10000,110000,80000,50000,90000,"Dallas","TX",32.704398,-96.87222
"al-Hakim, Ismaeel",2013,1880000,"Cultivation","Alumn","Not Connected",NA,NA,"","29053",0,426,479,646,0,0,0,40000,90000,30000,"Gaston","SC",33.830405,-81.09219
"Barajas-Debenavidez, Steve",1981,NA,NA,"Alumn","Connected",NA,NA,"","50022",0,997,0,0,486,60000,90000,0,160000,130000,"Atlantic","IA",41.410484,-95.00852
"Weakley, Adam",1954,0,"Annual Fund Leadership","Alumn","Connected",NA,672867,"Financial Aid","20635",0,0,2138,583,497,150000,0,0,10000,0,"Helen","MD",38.312112,-76.607676
"el-Sultan, Afaaf",2001,NA,NA,"Alumn","Very Connected",NA,NA,"","17501",633,1414,0,1638,0,0,0,130000,0,90000,"Akron","PA",40.156472,-76.204
"Edd, Martin",2016,NA,NA,"Alumn","Connected",NA,550603,"Athletics","72662",7,0,385,0,1279,0,50000,30000,0,30000,"Omaha","AR",36.427675,-93.19473
"Talbott, Christophe",1994,NA,NA,"Alumn","Somewhat Connected",NA,NA,"","11798",0,176,622,1692,510,0,20000,0,60000,30000,"Wyandanch","NY",40.752098,-73.36516
"Robison, Thomas",1950,930000,"Not a Prospect","Alumn","Modestly Connected",NA,503384,"Math/Science Center","44099",0,1132,0,1032,242,10000,80000,0,30000,0,"Windsor","OH",41.539985,-80.96688
"Kim, Alan",1993,0,"Stewardship","Alumn","Very Connected",NA,164930,"Athletics","11955",1752,0,2174,0,0,0,60000,0,0,0,"Moriches","NY",40.805789,-72.82092
"Cardenas Martinez, Gerardo",NA,NA,NA,"Parent","Modestly Connected",NA,28206,"Athletics","43733",289,531,2727,0,100,30000,0,90000,0,0,"Derwent","OH",39.923616,-81.542965
"Nguyen, Rachel",1960,460000,"Solicitation","Alumn","Somewhat Connected","Ortega, Amanda",NA,"","22542",2175,0,847,0,911,0,150000,110000,2e+05,130000,"Rhoadesville","VA",38.296355,-77.88379
"Garcia, Jarae",1985,1090000,"Assessment","Alumn","Modestly Connected","Ortega, Yesica",19339,"Math/Science Center","18644",0,0,0,909,0,60000,0,150000,120000,110000,"Wyoming","PA",41.31943,-75.85208
"Juarez, Mariah",1991,1060000,"Cultivation","Alumn","Very Connected",NA,0,"Professorship","95416",127,0,453,0,309,80000,10000,0,0,280000,"Boyes Hot Springs","CA",38.463088,-122.989975
"Reese, Taquaysha",1963,1500000,"Stewardship","Alumn","Not Connected",NA,NA,"","78548",0,0,561,701,115,110000,60000,130000,80000,150000,"Grulla","TX",26.270824,-98.64891
"Mack, Eboni",NA,NA,NA,"Parent","Connected",NA,129428,"Athletics","11430",1008,746,1309,983,0,160000,110000,0,90000,0,"Jamaica","NY",40.650519,-73.79567
"Whitt, Steven",1957,NA,NA,"Alumn","Not Connected",NA,0,"Athletics","97431",0,738,0,0,1657,0,140000,0,90000,0,"Dexter","OR",43.892577,-122.81992
"Richardson, David",1965,2110000,"Cultivation","Alumn","Connected","el-Salehi, Ziyaad",NA,"","87196",0,0,0,0,1351,80000,0,0,50000,0,"Albuquerque","NM",35.044339,-106.672872
"Yoshida, Scott",1996,NA,NA,"Alumn","Modestly Connected",NA,160141,"Financial Aid","34736",0,0,287,854,0,40000,40000,140000,0,0,"Groveland","FL",28.571677,-81.86649
"Engstrom, Jeremiah",1988,880000,"Annual Fund Leadership","Alumn","Connected",NA,0,"Athletics","85703",2065,551,0,1262,204,1e+05,90000,0,0,120000,"Tucson","AZ",31.970131,-111.890713
"Harris, Sheridan",1955,NA,NA,"Alumn","Somewhat Connected",NA,NA,"","72020",0,0,1952,0,0,80000,0,0,0,20000,"Bradford","AR",35.461798,-91.46353
"Sihavong, Sheila",2009,0,"Annual Fund Leadership","Alumn","Connected",NA,857197,"Financial Aid","12762",122,40,0,0,0,140000,0,160000,30000,130000,"Mongaup Valley","NY",41.676676,-74.80674
"al-Hallal, Anas",1960,990000,"Cultivation","Alumn","Very Connected","Stone, Derek",1504689,"Professorship","97531",0,0,0,730,947,0,110000,80000,210000,0,"Kerby","OR",42.208018,-123.65551
"Salvador, Teresa",1963,NA,NA,"Alumn","Connected",NA,NA,"","23607",1463,45,231,1576,0,70000,190000,0,0,120000,"Newport News","VA",36.987151,-76.4195
"al-Samaan, Mujahid",1970,0,"Annual Fund Leadership","Alumn","Somewhat Connected",NA,454442,"Math/Science Center","28775",0,452,0,0,0,0,120000,0,0,70000,"Scaly Mountain","NC",35.03107,-83.327411
"Smith, Tia",2004,1710000,"Solicitation","Alumn","Somewhat Connected","Center, Victoria",203266,"Financial Aid","62425",0,0,866,0,668,0,50000,40000,40000,280000,"Dundas","IL",38.830182,-88.09218
"Bonner, Derrick",1959,740000,"Cultivation","Alumn","Somewhat Connected","el-Salehi, Ziyaad",NA,"","55302",115,552,0,1459,0,20000,130000,0,60000,0,"Annandale","MN",45.246631,-94.11692
"Medina, Anissa",2009,NA,NA,"Alumn","Connected",NA,NA,"","32783",593,861,83,0,1000,0,140000,50000,140000,130000,"Titusville","FL",28.306726,-80.686159
"Dart, Brianna",1994,NA,NA,"Alumn","Connected",NA,NA,"","75172",0,321,0,217,962,60000,70000,130000,0,0,"Wilmer","TX",32.598845,-96.6831
"Ellsworth, Domonick",2004,0,"Annual Fund Leadership","Alumn","Modestly Connected",NA,NA,"","25325",740,0,0,1064,177,0,120000,70000,0,0,"Charleston","WV",38.296818,-81.554655
"Jenkins, Mary",NA,1280000,"Assessment","Parent","Connected",NA,NA,"","66955",490,0,0,215,1063,20000,20000,30000,0,190000,"Mahaska","KS",39.966106,-97.3249
"Rith, Jomar",NA,560000,"Stewardship","Parent","Somewhat Connected",NA,1329113,"Math/Science Center","88031",133,0,0,825,0,260000,80000,0,10000,0,"Deming","NM",32.239815,-107.74042
"Maat, Cheyenne",1976,NA,NA,"Alumn","Somewhat Connected",NA,NA,"","76484",0,0,1620,1145,0,0,10000,0,110000,30000,"Palo Pinto","TX",32.722689,-98.33271
"Pham, Connie",1965,120000,"Cultivation","Alumn","Somewhat Connected",NA,NA,"","46201",0,1331,681,838,20,0,180000,0,0,0,"Indianapolis","IN",39.775125,-86.10839
"al-Ullah, Zaidaan",2006,870000,"Cultivation","Alumn","Not Connected",NA,NA,"","02652",0,0,0,2216,0,30000,230000,0,150000,0,"North Truro","MA",42.02889,-70.07938
"Tovar-Jimenez, Kaylyn",1968,NA,NA,"Alumn","Somewhat Connected",NA,NA,"","76676",427,348,357,0,0,0,10000,50000,0,0,"Penelope","TX",31.861594,-96.93466
"Gonzales, Elizabeth",1975,0,"Stewardship","Alumn","Somewhat Connected","Center, Victoria",0,"Professorship","33742",2130,2057,0,1624,0,0,90000,20000,0,0,"Saint Petersburg","FL",27.891809,-82.724763
"Warrick, Houdini",NA,0,"Stewardship","Parent","Somewhat Connected",NA,845087,"Professorship","30755",273,1182,929,0,869,0,0,0,0,70000,"Tunnel Hill","GA",34.85973,-85.03867
"Gonzalez Ordonez, Bradley",1956,NA,NA,"Alumn","Somewhat Connected",NA,249960,"Professorship","42462",132,580,0,948,0,80000,0,0,10000,0,"Waverly","KY",37.729871,-87.81891
"Cisneros, Alysha",1951,710000,"Cultivation","Alumn","Somewhat Connected",NA,583451,"Financial Aid","32869",367,718,0,0,190,130000,20000,0,40000,50000,"Orlando","FL",28.566338,-81.260818
"Le, Vien",1991,0,"Annual Fund Leadership","Alumn","Somewhat Connected",NA,194993,"Professorship","66952",0,0,501,115,0,80000,80000,40000,150000,90000,"Lebanon","KS",39.835476,-98.58668
"Portwich, Meghan",NA,0,"Annual Fund Leadership","Parent","Modestly Connected",NA,603332,"Athletics","66830",16,0,498,866,0,0,30000,80000,290000,40000,"Admire","KS",38.614057,-96.08821
"Logan, Nickolas",2010,0,"Annual Fund Leadership","Alumn","Connected",NA,NA,"","38825",195,0,0,0,0,1e+05,120000,0,70000,0,"Becker","MS",33.869763,-88.462173
"Williams, Taya",1987,1660000,"Annual Fund Leadership","Alumn","Modestly Connected","Nguyen, Anshumaan",NA,"","63825",937,847,164,0,0,80000,0,40000,0,140000,"Bloomfield","MO",36.91732,-89.93679
"Turner, Levi",1967,1360000,"Not a Prospect","Alumn","Modestly Connected","Spencer, Ruby",NA,"","52359",0,2057,117,0,83,30000,30000,0,50000,0,"West Chester","IA",41.356493,-91.81527
"al-Yousef, Saleema",2006,NA,NA,"Alumn","Somewhat Connected",NA,580585,"Athletics","56683",551,0,0,0,0,70000,0,90000,130000,0,"Tenstrike","MN",47.690018,-94.71889
"Blackwood, Roxane",NA,420000,"Assessment","Parent","Connected",NA,1183785,"Athletics","28674",1043,397,0,1072,1726,20000,140000,0,70000,50000,"North Wilkesboro","NC",36.216247,-81.207166
"Roberts, Alec",NA,1350000,"Assessment","Parent","Connected",NA,291714,"Residence Hall","63943",0,0,777,583,0,130000,150000,150000,0,40000,"Grandin","MO",36.828561,-90.81359
"Velazquez Fuentes, Alexis",1958,0,"Not a Prospect","Alumn","Connected",NA,NA,"","48034",1420,850,580,0,252,0,80000,0,60000,0,"Southfield","MI",42.474234,-83.29078
"Lauer, Fatima Zahraa",2008,720000,"Assessment","Alumn","Very Connected",NA,NA,"","37714",0,1405,0,0,0,160000,0,50000,0,180000,"Caryville","TN",36.290972,-84.22104
"Mcroberts, Dreshawn",1964,1780000,"Cultivation","Alumn","Modestly Connected",NA,690623,"Math/Science Center","24482",73,348,0,489,562,0,20000,10000,50000,0,"Verona","VA",38.19958,-78.99553
"Johnson, Kylee",1954,2020000,"Assessment","Alumn","Somewhat Connected",NA,NA,"","45678",823,0,483,1601,0,0,1e+05,0,120000,70000,"Scottown","OH",38.615111,-82.38004
"Bortolutti, Thai",1976,0,"Annual Fund Leadership","Alumn","Very Connected",NA,0,"Financial Aid","47529",671,798,1263,0,2484,0,1e+05,80000,60000,0,"Elnora","IN",38.869876,-87.08288
"Morris, Dilan",1993,0,"Annual Fund Leadership","Alumn","Somewhat Connected",NA,659683,"Math/Science Center","87124",1476,0,8,0,0,110000,90000,230000,0,1e+05,"Rio Rancho","NM",35.290647,-106.71469
"al-Sulaiman, Jaleela",1967,0,"Not a Prospect","Alumn","Modestly Connected",NA,NA,"","46917",0,0,0,1321,0,110000,0,20000,0,0,"Camden","IN",40.626913,-86.475
"Mondragon, Corey",NA,280000,"Assessment","Parent","Connected",NA,1295245,"Athletics","45232",1072,1907,1135,195,653,40000,0,130000,10000,90000,"Cincinnati","OH",39.173409,-84.51295
"Sanz-Jones, Cheno",2016,90000,"Not a Prospect","Alumn","Not Connected",NA,NA,"","63960",0,757,0,1736,716,0,30000,50000,20000,0,"Puxico","MO",36.956662,-90.13128
"Silver, Kele",1963,NA,NA,"Alumn","Modestly Connected",NA,NA,"","29205",562,0,0,256,2454,50000,0,0,10000,10000,"Columbia","SC",33.990555,-80.99826
"Ly, Carina",1965,0,"Cultivation","Alumn","Somewhat Connected",NA,NA,"","36617",1170,0,1342,31,0,1e+05,50000,0,10000,20000,"Mobile","AL",30.717539,-88.09609
"Musil, Jacob",1977,NA,NA,"Alumn","Somewhat Connected",NA,0,"Athletics","85356",0,1346,0,0,624,0,140000,190000,140000,120000,"Wellton","AZ",32.676125,-114.13546
"Lucero, Shyheim",NA,3120000,"Cultivation","Parent","Connected",NA,455728,"Residence Hall","75398",0,0,0,0,0,40000,50000,20000,60000,0,"Dallas","TX",32.767268,-96.777626
"Truong, Yi",1977,0,"Not a Prospect","Alumn","Connected",NA,703100,"Math/Science Center","00602",0,574,2081,1094,0,30000,150000,10000,0,40000,"Aguada","PR",18.363285,-67.18024
"Kopp, Jacob",2002,0,"Annual Fund Leadership","Alumn","Connected","Wroblewski, Eric",NA,"","14048",0,1148,1797,1282,0,0,40000,0,60000,0,"Dunkirk","NY",42.479471,-79.32805
"Eshima, Shami",1992,1e+05,"Not a Prospect","Alumn","Somewhat Connected","Wroblewski, Eric",NA,"","15963",0,1530,0,0,0,50000,0,70000,140000,10000,"Windber","PA",40.228222,-78.81978
"al-Amara, Bilaal",2003,0,"Annual Fund Leadership","Alumn","Modestly Connected",NA,NA,"","07728",0,719,1212,187,1505,1e+05,0,0,110000,160000,"Freehold","NJ",40.241036,-74.27629
"al-Morad, Abdul Fattaah",1962,790000,"Cultivation","Alumn","Modestly Connected","Ortega, Amanda",NA,"","66060",1121,482,1159,0,1217,0,90000,0,0,10000,"Nortonville","KS",39.415907,-95.32966
"el-Aman, Aadil",2011,1250000,"Cultivation","Alumn","Modestly Connected","Pinto, Sierra",NA,"","93444",1641,1328,0,0,89,0,0,40000,1e+05,0,"Nipomo","CA",35.032408,-120.49446
"Makaiwi, Courtney",1963,90000,"Annual Fund Leadership","Alumn","Very Connected",NA,NA,"","16367",2069,364,1170,0,815,0,1e+05,0,80000,150000,"Warren","PA",41.811682,-79.264322
"al-Saleem, Zakariyya",2000,NA,NA,"Alumn","Modestly Connected",NA,NA,"","32791",0,2136,0,617,741,0,2e+05,80000,0,70000,"Longwood","FL",28.744752,-81.22328
"Baca, Benigno",2014,360000,"Assessment","Alumn","Connected",NA,NA,"","08311",0,526,0,1712,100,30000,20000,160000,0,180000,"Cedarville","NJ",39.337205,-75.18577
"Quiel, Bilal",1962,NA,NA,"Alumn","Modestly Connected",NA,0,"Math/Science Center","13158",943,843,224,0,1285,10000,0,0,130000,40000,"Truxton","NY",42.717801,-75.97209
"Stubblefield, Malik",1968,0,"Not a Prospect","Alumn","Connected",NA,NA,"","45660",2,0,1623,346,0,160000,0,0,30000,0,"Peebles","OH",38.987596,-83.37752
"Miranda, Anrique",NA,0,"Annual Fund Leadership","Parent","Connected","el-Salehi, Ziyaad",NA,"","23893",0,1179,1237,322,1214,10000,70000,1e+05,80000,150000,"White Plains","VA",36.628802,-77.92817
"Waller, Christopher",1951,1180000,"Annual Fund Leadership","Alumn","Connected",NA,0,"Financial Aid","77085",0,893,1481,1231,809,0,0,0,30000,0,"Houston","TX",29.621746,-95.48695
"Lee, Tyler",1952,0,"Stewardship","Alumn","Somewhat Connected","Borenstein-Will, Alan",NA,"","62067",491,992,1309,2551,0,0,10000,110000,0,30000,"Moro","IL",38.91973,-90.01241
"Davis, Michelle",1973,NA,NA,"Alumn","Very Connected",NA,0,"Financial Aid","62423",844,806,555,654,0,40000,60000,40000,80000,50000,"Dennison","IL",39.452478,-87.57092
"Stanfield, Niles",1971,0,"Annual Fund Leadership","Alumn","Connected",NA,0,"Athletics","34286",0,325,470,1547,379,0,70000,70000,60000,0,"North Port","FL",27.072445,-82.1606
"Le, Shivam",2014,1e+06,"Cultivation","Alumn","Very Connected","Ortega, Yesica",NA,"","11362",0,0,29,2652,1395,0,0,20000,40000,0,"Little Neck","NY",40.759686,-73.73322
"el-Kaleel, Suhail",2009,1190000,"Assessment","Alumn","Connected",NA,1137499,"Math/Science Center","97378",0,1874,1335,0,0,20000,0,40000,90000,0,"Sheridan","OR",45.089532,-123.40787
"Johnson, Autumn",1953,130000,"Stewardship","Alumn","Modestly Connected",NA,NA,"","13670",0,0,0,897,1704,20000,10000,120000,0,220000,"Oswegatchie","NY",44.210178,-75.0697
"Griffin, Roy",2011,590000,"Cultivation","Alumn","Somewhat Connected","Borenstein-Will, Alan",306573,"Math/Science Center","43932",2422,0,626,0,0,2e+05,60000,0,210000,20000,"Irondale","OH",40.561512,-80.71859
"Montoya, David",1951,0,"Not a Prospect","Alumn","Very Connected",NA,NA,"","75633",1286,938,0,606,0,0,30000,10000,40000,60000,"Carthage","TX",32.145212,-94.31256
"al-Habeeb, Haibaa",1984,0,"Not a Prospect","Alumn","Very Connected","Rodriguez, Nathan",407715,"Math/Science Center","41538",0,0,0,639,0,0,160000,0,70000,0,"Jonancy","KY",37.314335,-82.59506
"Williams, Raymond",1970,0,"Not a Prospect","Alumn","Connected",NA,NA,"","95765",913,632,0,0,889,0,0,210000,30000,120000,"Rocklin","CA",38.817993,-121.2631
"Thomas, Alexandra",2008,0,"Annual Fund Leadership","Alumn","Modestly Connected",NA,NA,"","10708",203,0,1090,0,1217,80000,0,10000,0,0,"Bronxville","NY",40.939049,-73.83099
"Box, Phanesha",1991,NA,NA,"Alumn","Not Connected",NA,897335,"Math/Science Center","45329",0,1104,0,0,0,0,0,20000,0,90000,"Gordon","OH",40.135426,-84.619129
"Mortensen, Jose",1990,1170000,"Assessment","Alumn","Somewhat Connected",NA,NA,"","72368",204,241,367,0,1325,0,0,0,130000,0,"Moro","AR",34.805649,-91.00582
"Lamas, Tylor",1959,540000,"Annual Fund Leadership","Alumn","Very Connected","Stone, Derek",NA,"","08039",0,2036,1105,2078,0,0,130000,10000,50000,260000,"Harrisonville","NJ",39.685445,-75.2669
"Murphy, Kevin",2007,NA,NA,"Alumn","Not Connected",NA,526637,"Unresistricted","04933",0,0,0,0,108,0,1e+05,80000,0,30000,"East Newport","ME",45.519867,-68.647416
"Pacheco, Tyler",NA,8e+05,"Cultivation","Parent","Very Connected","Spencer, Ruby",508308,"Financial Aid","13316",0,724,0,0,0,2e+05,0,0,120000,0,"Camden","NY",43.377083,-75.74261
"Owens, Paryss",1999,1050000,"Cultivation","Alumn","Somewhat Connected",NA,409947,"Math/Science Center","36191",963,463,0,0,0,0,140000,0,0,130000,"Montgomery","AL",32.233377,-86.208528
"Joseph, Marshall",NA,140000,"Annual Fund Leadership","Parent","Not Connected",NA,NA,"","70058",0,56,0,163,1088,90000,160000,20000,0,170000,"Harvey","LA",29.878578,-90.06903
"Bartell, Brandi",1979,0,"Not a Prospect","Alumn","Connected",NA,NA,"","97390",2175,562,1151,1164,1809,160000,40000,70000,40000,170000,"Tidewater","OR",44.309872,-123.83344
"Bear-Flores, Shanelle",1984,NA,NA,"Alumn","Connected",NA,NA,"","87827",598,0,0,1447,0,60000,50000,0,120000,20000,"Pie Town","NM",34.387137,-108.14528
"al-Arif, Ghaali",2013,0,"Not a Prospect","Alumn","Not Connected",NA,NA,"","37846",0,0,72,0,0,0,180000,10000,0,110000,"Philadelphia","TN",35.679462,-84.45838
"Manu, Joshua",1956,0,"Not a Prospect","Alumn","Not Connected",NA,NA,"","03224",0,1209,0,0,826,210000,0,0,260000,0,"Canterbury","NH",43.346137,-71.54434
"al-Farra, Sanad",1960,880000,"Cultivation","Alumn","Somewhat Connected",NA,466079,"Residence Hall","16877",0,0,2331,0,0,1e+05,30000,0,0,40000,"Warriors Mark","PA",40.721787,-78.08561
"Greer, Anthony",2012,NA,NA,"Alumn","Somewhat Connected",NA,640128,"Financial Aid","30294",2260,358,0,1134,1960,0,0,0,50000,50000,"Ellenwood","GA",33.639658,-84.26822
"al-Husain, Haashid",2012,230000,"Cultivation","Alumn","Very Connected",NA,0,"Athletics","44632",0,29,1235,0,518,90000,10000,10000,0,20000,"Hartville","OH",40.96289,-81.32814
"Miranda, Morgan",1977,350000,"Assessment","Alumn","Connected",NA,NA,"","60511",0,2190,489,1274,0,0,40000,70000,10000,160000,"Big Rock","IL",41.75537,-88.54865
"Tran, Megan",1956,1630000,"Cultivation","Alumn","Somewhat Connected",NA,327503,"Financial Aid","76427",321,471,0,0,439,80000,0,60000,80000,0,"Bryson","TX",33.165414,-98.38244
"Xiong, Avinaba",2009,250000,"Not a Prospect","Alumn","Somewhat Connected","Ortega, Amanda",431678,"Professorship","88053",3433,628,0,0,1222,120000,50000,80000,210000,30000,"Pinos Altos","NM",32.872349,-108.21816
"Charles, Christopher",1961,NA,NA,"Alumn","Very Connected",NA,NA,"","97049",0,833,0,1588,0,90000,30000,0,20000,20000,"Rhododendron","OR",45.369468,-121.92558
"Steele, Saleah",2016,6e+05,"Not a Prospect","Alumn","Very Connected",NA,NA,"","43015",500,1675,586,0,0,140000,40000,0,130000,0,"Delaware","OH",40.295925,-83.06968
"el-Farooq, Haafiza",1950,0,"Not a Prospect","Alumn","Modestly Connected",NA,NA,"","91325",0,366,2455,0,581,180000,170000,170000,70000,0,"Northridge","CA",34.235055,-118.51766
"el-Sala, Salwa",1994,NA,NA,"Alumn","Very Connected",NA,NA,"","14607",960,0,0,652,0,0,90000,110000,0,190000,"Rochester","NY",43.149863,-77.58962
"Herrera, Krysta",1955,1750000,"Assessment","Alumn","Modestly Connected",NA,NA,"","65729",545,101,0,0,0,0,0,40000,150000,40000,"Pontiac","MO",36.525433,-92.59234
"Sahagun, Diana",1960,NA,NA,"Alumn","Modestly Connected",NA,NA,"","38194",735,1511,318,0,139,0,0,0,0,30000,"Memphis","TN",35.201738,-89.971538
"Bolte, Sean",1984,NA,NA,"Alumn","Connected",NA,844150,"Financial Aid","70584",0,0,0,0,564,60000,0,180000,0,40000,"Sunset","LA",30.394648,-92.07786
"el-Hakeem, Murshid",1997,1160000,"Not a Prospect","Alumn","Modestly Connected",NA,NA,"","63351",800,2285,563,569,0,0,50000,140000,30000,70000,"Jonesburg","MO",38.862422,-91.31284
"Nekkanti, Angeline",1971,NA,NA,"Alumn","Somewhat Connected",NA,946406,"Athletics","88125",678,197,0,3151,1320,0,0,90000,0,0,"Milnesand","NM",33.628946,-103.1837
"Castaneda, Anthony",1994,0,"Not a Prospect","Alumn","Very Connected","el-Pirani, Sabriyya",71386,"Financial Aid","95067",530,656,868,0,886,90000,190000,40000,130000,0,"Scotts Valley","CA",37.05297,-121.949418
"Pedford, Jacolby",2002,0,"Annual Fund Leadership","Alumn","Not Connected","el-Pirani, Sabriyya",931850,"Residence Hall","03431",1154,1149,0,1112,0,210000,0,140000,150000,170000,"Keene","NH",42.946418,-72.28616
